source_id,target_id,pair_id,label,cosine_tfidf,venue_lev,venue_jaccard,venue_relaxed_jaccard,venue_overlap,venue_cosine_tfidf,venue_containment,authors_lev,authors_jaccard,authors_relaxed_jaccard,authors_overlap,authors_cosine_tfidf,authors_containment,year_abs_diff,year_num_equal,title_lev,title_jaccard,title_relaxed_jaccard,title_overlap,title_cosine_tfidf,title_containment
1383,58772,1383-58772,0,0.19976387624338107,0.022727272727272707,0.0,0.0,0.0,0.0,0.0,0.21621621621621623,0.1,0.1,0.0,0.0,0.2,1.0,0.0,0.39534883720930236,0.3333333333333333,0.3333333333333333,0.0,0.41705150269759617,0.6
632,24018,632-24018,0,0.04255810908243733,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5652173913043479,0.375,0.375,0.0,0.0861411415796026,0.75
2021,23137,2021-23137,1,0.7326258703467193,0.030303030303030276,0.0,0.0,0.0,0.0,0.0,0.8205128205128205,0.6,0.6,0.0,0.8222755855806806,0.8571428571428571,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2380,13262,2380-13262,0,0.16383121839206413,0.11764705882352944,0.25,0.25,0.0,0.4785369677401043,0.5,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.4590163934426229,0.25,0.25,0.0,0.24230967500133177,0.6666666666666666
1007,14652,1007-14652,0,0.44101195717979647,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.3584905660377359,0.42857142857142855,0.42857142857142855,0.0,0.734352979185324,1.0
1203,28698,1203-28698,0,0.08075743131120888,0.045454545454545414,0.0,0.0,0.0,0.0,0.0,0.2564102564102564,0.1,0.1,0.0,0.0,0.25,3.0,0.0,0.23529411764705888,0.125,0.125,0.0,0.2207398110888227,0.3333333333333333
2580,34641,2580-34641,1,0.9105257327512815,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
971,57777,971-57777,0,0.15895550347971013,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.6538461538461539,0.5,0.5,0.0,0.37611092551807523,0.6666666666666666
70,19115,70-19115,0,0.2893714136090302,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,0.0,0.4285714285714286,0.42857142857142855,0.42857142857142855,0.0,0.5782126530909886,1.0
1447,44542,1447-44542,0,0.46137310592319825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19047619047619047,0.3,0.3,0.0,0.49510188166828695,1.0,-1.0,-1.0,0.48275862068965514,0.36363636363636365,0.36363636363636365,0.0,0.4759579066582274,0.5714285714285714
1671,31133,1671-31133,0,0.4093734834951759,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20833333333333337,0.2,0.2,0.0,0.1707899152865668,0.3333333333333333,-1.0,-1.0,0.4545454545454546,0.6,0.6,0.0,0.629280802598171,0.8571428571428571
557,30190,557-30190,1,0.6856003056024813,1.0,1.0,1.0,1.0,1.0,1.0,0.9032258064516129,0.5,0.5,0.0,0.2831023931534736,0.7142857142857143,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,42156,1000-42156,0,0.10438632342575065,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08333333333333337,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.45187791057870186,1.0
615,50575,615-50575,0,0.5570891371980865,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9670752353383776,1.0
696,26380,696-26380,0,0.2665191555298805,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.5,0.0,0.4751961163587637,0.75
1390,12627,1390-12627,1,0.49759999974091446,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0864197530864198,0.0625,0.0625,0.0,0.2939111301523038,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0
1012,22071,1012-22071,0,0.07936753054620035,0.2571428571428571,0.14285714285714285,0.14285714285714285,0.0,0.18997006440537795,0.5,0.1351351351351351,0.14285714285714285,0.14285714285714285,0.0,0.0,0.5,-1.0,-1.0,0.5588235294117647,0.42857142857142855,0.42857142857142855,0.0,0.13169777269482927,0.75
406,28088,406-28088,0,0.4831692282756654,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.0,0.7976263264561599,1.0
320,12731,320-12731,0,0.16385190871532362,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2325581395348837,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.18518518518518523,0.36363636363636365,0.36363636363636365,0.0,0.43625613413084585,0.5714285714285714
687,63795,687-63795,0,0.1279741337743738,0.25806451612903225,0.14285714285714285,0.14285714285714285,0.0,0.1892417140681547,0.5,0.25,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.0,0.3242260934158008,0.5
1840,35023,1840-35023,0,0.08834262522967756,0.3513513513513513,0.3333333333333333,0.3333333333333333,0.0,0.2707007776459026,1.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5416666666666667,0.3,0.3,0.0,0.21530595375036005,0.6
2562,48681,2562-48681,0,0.31869810063115356,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6153846153846154,0.5,0.5,0.0,0.6565365099494876,1.0
2553,17038,2553-17038,0,0.06104459082443077,0.045454545454545414,0.0,0.0,0.0,0.0,0.0,0.10869565217391308,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42105263157894735,0.25,0.25,0.0,0.16869804431144522,0.5
1411,4311,1411-4311,0,0.6188193165282491,0.030303030303030276,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,-1.0,-1.0,0.33999999999999997,0.3,0.3,0.0,0.47880790458259653,0.5
212,61582,212-61582,0,0.2011802970183863,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.4473684210526315,0.1111111111111111,0.1111111111111111,0.0,0.31582116074903127,0.2
1469,52155,1469-52155,0,0.681622228435673,0.08823529411764708,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.8333333333333334,0.875,0.875,0.0,0.7736624286546646,1.0
642,57253,642-57253,0,0.1630174513672829,0.2142857142857143,0.125,0.125,0.0,0.11441529286964078,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.40625,0.36363636363636365,0.36363636363636365,0.0,0.28054297014044804,0.8
2295,42797,2295-42797,0,0.24397707906807498,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,0.0,0.5384615384615384,0.5,0.5,0.0,0.7096228586014793,1.0
1161,58077,1161-58077,0,0.23574439651668494,0.08333333333333337,0.0,0.0,0.0,0.0,0.0,0.26086956521739135,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.1578947368421053,0.36363636363636365,0.36363636363636365,0.0,0.29831857830341535,0.5714285714285714
2564,41942,2564-41942,0,0.17532214797769147,0.05882352941176472,0.0,0.0,0.0,0.0,0.0,0.23076923076923073,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6578947368421053,0.42857142857142855,0.42857142857142855,0.0,0.3566219097367874,0.6
1944,59362,1944-59362,0,0.12103216374223999,0.07692307692307687,0.0,0.0,0.0,0.0,0.0,0.2592592592592593,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.43181818181818177,0.4444444444444444,0.4444444444444444,0.0,0.33489699139741624,0.6666666666666666
1258,10167,1258-10167,0,0.09375701226424153,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.0,0.14380846921959745,0.6
2370,26879,2370-26879,1,0.7564171979698366,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.0,0.314884399996107,0.5,0.8636363636363636,0.8,0.8,0.0,0.8127791194157423,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
293,17810,293-17810,0,0.39629230893506784,0.14893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59375,0.6,0.6,0.0,0.6456477920167306,0.75
462,3825,462-3825,0,0.2914033423917907,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.42553191489361697,0.4,0.4,0.0,0.4197180540952291,0.5714285714285714
1229,44056,1229-44056,1,0.9184269132418849,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.0,1.0,0.6176470588235294,0.6153846153846154,0.6153846153846154,0.0,0.7634796754835094,1.0
1583,47874,1583-47874,0,0.1469782151630951,0.10256410256410253,0.2,0.2,0.0,0.2935682859720355,1.0,0.18918918918918914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21333333333333337,0.23529411764705882,0.23529411764705882,0.0,0.2277078927098925,0.4
1683,9565,1683-9565,0,0.20808284729743556,0.6,0.25,0.25,0.0,0.3880820182244069,0.5,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.4339622641509434,0.3,0.3,0.0,0.3716355437478588,0.6
2432,31960,2432-31960,0,0.19322774705354062,0.6666666666666667,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5918367346938775,0.5,0.5,0.0,0.2690010646796978,0.8
554,61808,554-61808,0,0.6081836895280112,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6904761904761905,0.5,0.5,0.0,0.7495822634028741,1.0,-1.0,-1.0,0.6842105263157895,0.5,0.5,0.0,0.5473093197257174,0.6666666666666666
636,58687,636-58687,1,0.9610247101795166,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
2342,28097,2342-28097,0,0.27266578193216245,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,0.5384615384615384,0.5,0.5,0.0,0.7096228586014793,1.0
1481,29456,1481-29456,0,0.2797662743144309,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16666666666666663,0.05555555555555555,0.05555555555555555,0.0,0.0,0.25,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
1589,49066,1589-49066,1,0.31199207552332814,0.10256410256410253,0.2,0.2,0.0,0.2935682859720355,1.0,0.26315789473684215,0.1111111111111111,0.25,0.0,0.18516909066189063,0.3333333333333333,4.0,0.0,0.48571428571428577,0.5,0.5,0.0,0.4996655899710001,0.8
1849,48279,1849-48279,0,0.10018619733193337,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21212121212121215,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,-1.0,-1.0,0.2790697674418605,0.2,0.2,0.0,0.1973724211692052,0.4
781,12109,781-12109,0,0.2885257653428957,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,0.8749292365050423,1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.44999999999999996,0.2857142857142857,0.2857142857142857,0.0,0.4181606909261149,0.5
657,56612,657-56612,0,0.07763678397290288,0.1923076923076923,0.1111111111111111,0.1111111111111111,0.0,0.11949333929911937,0.5,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5490196078431373,0.25,0.25,0.0,0.1483166850227886,0.42857142857142855
2184,44376,2184-44376,0,0.3827594373528228,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4375,0.5,0.5,0.0,0.6670206206543781,0.75
1973,14676,1973-14676,1,0.4991746521522873,0.020408163265306145,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,1944.0,0.0,0.9038461538461539,0.75,0.75,0.0,0.859786145460052,1.0
1953,29603,1953-29603,0,0.2509586267114466,0.022727272727272707,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.3695652173913043,0.2727272727272727,0.2727272727272727,0.0,0.4131751345957692,0.42857142857142855
1029,5088,1029-5088,1,0.8906684685702518,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
861,32584,861-32584,0,0.30052370817474755,0.2272727272727273,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2420,18285,2420-18285,0,0.14806544785246734,0.04166666666666663,0.0,0.0,0.0,0.0,0.0,0.24137931034482762,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.4545454545454546,0.23076923076923078,0.23076923076923078,0.0,0.2909532989697417,0.6
628,38677,628-38677,0,0.30709178614509064,0.2272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
1741,35088,1741-35088,0,0.14341770490265107,0.05882352941176472,0.0,0.0,0.0,0.0,0.0,0.17647058823529416,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5740740740740741,0.36363636363636365,0.36363636363636365,0.0,0.3007369381835402,0.5714285714285714
807,57488,807-57488,0,0.14615811237275944,0.3421052631578947,0.3333333333333333,0.3333333333333333,0.0,0.43492064310364253,1.0,0.16129032258064513,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.2964040568734103,0.5
526,54237,526-54237,0,0.30383096697882883,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.46153846153846156,0.5454545454545454,0.5454545454545454,0.0,0.5897021461225331,0.75
1953,36140,1953-36140,0,0.12190192982336831,0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5740740740740741,0.23076923076923078,0.23076923076923078,0.0,0.20492629391242567,0.42857142857142855
1200,56907,1200-56907,0,0.06244220718785552,0.07692307692307687,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.6764705882352942,0.42857142857142855,0.42857142857142855,0.0,0.11163700894584049,0.6
1887,27806,1887-27806,0,0.04687587380103845,0.17948717948717952,0.0,0.0,0.0,0.0,0.0,0.10810810810810811,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6571428571428571,0.2857142857142857,0.2857142857142857,0.0,0.13939952435098668,0.5
2256,61633,2256-61633,0,0.05932588991470015,0.23809523809523814,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.37037037037037035,0.14285714285714285,0.14285714285714285,0.0,0.17808473939373504,0.25
839,37039,839-37039,0,0.32838079414496363,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1470588235294118,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.6909090909090909,0.625,0.625,0.0,0.7673266493554708,1.0
2295,37381,2295-37381,0,0.31014141510498433,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5384615384615384,0.5,0.5,0.0,0.7096228586014793,1.0
2288,56760,2288-56760,0,0.050929027397707466,0.07692307692307687,0.0,0.0,0.0,0.0,0.0,0.20833333333333337,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.44999999999999996,0.25,0.25,0.0,0.1076065501686541,0.5
2558,9154,2558-9154,0,0.2400590828089501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,0.0,0.6153846153846154,0.5,0.5,0.0,0.6565365099494876,1.0
606,14191,606-14191,0,0.700417769764687,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1512,33669,1512-33669,0,0.20536527266069982,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.2692307692307693,0.125,0.125,0.0,0.0,0.3333333333333333,0.0,1.0,0.5869565217391304,0.3333333333333333,0.3333333333333333,0.0,0.3882771913892515,0.5
581,7548,581-7548,0,0.1978009664417273,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7105263157894737,0.5,0.5,0.0,0.5226730998597071,0.75
736,37080,736-37080,0,0.22946039752325992,0.5384615384615384,0.3333333333333333,0.3333333333333333,0.0,0.447412212799681,0.5,0.05555555555555558,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6206896551724138,0.4,0.4,0.0,0.43301217929202407,0.6666666666666666
132,28758,132-28758,1,0.8281830001225535,0.2222222222222222,0.25,0.25,0.0,0.26489625189428884,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0,-1.0,-1.0,0.8709677419354839,0.8888888888888888,0.8888888888888888,0.0,0.9156043448454039,1.0
78,3858,78-3858,0,0.14364103786745075,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5263157894736843,0.25,0.25,0.0,0.2888655447334445,0.5
1617,19590,1617-19590,0,0.25281948962509426,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0.1785714285714286,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6031746031746033,0.5833333333333334,0.5833333333333334,0.0,0.5219923444920064,0.875
1288,44561,1288-44561,0,0.1721679132704248,0.26086956521739135,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.0,0.0,0.16666666666666666,3.0,0.0,0.40816326530612246,0.4444444444444444,0.4444444444444444,0.0,0.4079904952180088,0.6666666666666666
2255,17648,2255-17648,0,0.10337504357113428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5869565217391304,0.3,0.3,0.0,0.25438296149845824,0.5
1726,22188,1726-22188,1,0.8284821087991117,0.030303030303030276,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.0,0.852258384255171,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2196,26044,2196-26044,0,0.17903139665593895,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5476190476190477,0.2,0.2,0.0,0.30916054333595727,0.4
153,15622,153-15622,0,0.136063325544362,0.07692307692307687,0.0,0.0,0.0,0.0,0.0,0.2682926829268293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6060606060606061,0.125,0.125,0.0,0.4785620843274654,0.25
1714,31615,1714-31615,0,0.15032363596232395,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.4464285714285714,0.3,0.3,0.0,0.2855798785564744,0.6
1953,57159,1953-57159,0,0.20577755739622638,0.0625,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.3913043478260869,0.2727272727272727,0.2727272727272727,0.0,0.41092997950542404,0.42857142857142855
1588,30318,1588-30318,1,0.6489138161619638,0.030303030303030276,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.0,0.5117430156594769,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
944,15307,944-15307,0,0.132813904961585,0.20833333333333337,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5111111111111111,0.3,0.4444444444444444,0.0,0.2780227706108686,0.5
1529,53286,1529-53286,0,0.09079753164964416,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.08333333333333337,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5098039215686274,0.3333333333333333,0.3333333333333333,0.0,0.31874461810193194,0.6
431,58040,431-58040,0,0.04987653161345574,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06382978723404253,0.06666666666666667,0.06666666666666667,0.0,0.0,0.3333333333333333,-1.0,-1.0,0.5,0.2857142857142857,0.2857142857142857,0.0,0.11393561472500235,0.5
1710,55072,1710-55072,0,0.23437541107843413,1.0,1.0,1.0,1.0,1.0,1.0,0.04166666666666663,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.52,0.3333333333333333,0.3333333333333333,0.0,0.4121296753793504,0.75
1062,44090,1062-44090,1,0.6855713811394503,0.030303030303030276,0.0,0.0,0.0,0.0,0.0,0.4716981132075472,0.38461538461538464,0.38461538461538464,0.0,0.6717348235763945,0.7142857142857143,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
178,30287,178-30287,0,0.5282143330798382,0.5384615384615384,0.3333333333333333,0.3333333333333333,0.0,0.447412212799681,0.5,0.375,0.3333333333333333,0.3333333333333333,0.0,0.3204917915081996,0.6666666666666666,2.0,0.0,0.5208333333333333,0.5714285714285714,0.5714285714285714,0.0,0.7527471582303273,1.0
837,10171,837-10171,0,0.34906155502112735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.7469879518072289,0.5384615384615384,0.5384615384615384,0.0,0.4761843591348429,0.7777777777777778
1966,1544,1966-1544,1,0.041326604103317274,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.6666666666666666,0.6666666666666666,0.0,0.0,0.8571428571428571,0.0,1.0,1.0,1.0,1.0,1.0,0.03443293460442585,1.0
277,25283,277-25283,0,0.1887161462730273,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4878048780487805,0.2222222222222222,0.2222222222222222,0.0,0.29369091751848286,0.5
1961,48864,1961-48864,0,0.07281836692702087,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5957446808510638,0.3333333333333333,0.3333333333333333,0.0,0.206436127083109,0.6
859,38092,859-38092,0,0.1360448281092487,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0625,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.6363636363636364,0.4444444444444444,0.4444444444444444,0.0,0.2986705970020701,0.6666666666666666
1518,30082,1518-30082,0,0.18602420123846544,0.07692307692307687,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.5652173913043479,0.3333333333333333,0.3333333333333333,0.0,0.30718785504220303,0.6
160,53970,160-53970,0,0.22261252092948175,0.10256410256410253,0.2,0.2,0.0,0.2935682859720355,1.0,0.26315789473684215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6363636363636364,0.42857142857142855,0.42857142857142855,0.0,0.4111815503278855,0.75
1829,37494,1829-37494,0,0.17576439868875815,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,0.0,0.46875,0.5,0.5,0.0,0.4392620846633961,0.75
2288,43737,2288-43737,0,0.08662965841485923,0.6666666666666667,0.5,0.5,0.0,1.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.4920634920634921,0.21428571428571427,0.21428571428571427,0.0,0.0929135389380679,0.375
1414,52634,1414-52634,1,0.7024763150173697,0.5384615384615384,0.3333333333333333,0.3333333333333333,0.0,0.447412212799681,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.875,0.6666666666666666,0.6666666666666666,0.0,0.6767487502023475,0.8
2204,40102,2204-40102,0,0.16075949357276398,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06666666666666665,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.37142857142857144,0.2857142857142857,0.2857142857142857,0.0,0.23827589290303366,0.5
1049,32309,1049-32309,0,0.049397110315728604,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.18918918918918914,0.08333333333333333,0.08333333333333333,0.0,0.0,0.16666666666666666,-1.0,-1.0,0.37037037037037035,0.4,0.4,0.0,0.13467417832813505,0.6666666666666666
1385,30919,1385-30919,0,0.12649171443285853,0.20833333333333337,0.0,0.0,0.0,0.0,0.0,0.38888888888888884,0.14285714285714285,0.14285714285714285,0.0,0.0,0.25,5.0,0.0,0.27586206896551724,0.25,0.25,0.0,0.26032714073539215,0.5
1049,6560,1049-6560,1,0.6493425423252257,0.15094339622641506,0.0,0.0,0.0,0.0,0.0,0.3513513513513513,0.2857142857142857,0.2857142857142857,0.0,0.6078538787247127,1.0,-1.0,-1.0,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.8948853857609957,1.0
1500,56310,1500-56310,1,0.6785700950758059,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.782608695652174,0.8333333333333334,0.8333333333333334,0.0,0.8237856901151808,1.0,-1.0,-1.0,0.835820895522388,0.9,0.9,0.0,0.9011342921117934,1.0
1633,5172,1633-5172,0,0.18878257706103707,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.875,0.25,0.25,0.0,0.41575987567687034,0.5
2275,58021,2275-58021,1,0.34176084839823717,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.0,0.314884399996107,0.5,0.48,0.3333333333333333,0.3333333333333333,0.0,0.27177256719469034,0.5,9.0,0.0,0.6764705882352942,0.6,0.6,0.0,0.6185636043986941,1.0
1392,52706,1392-52706,1,0.9112026840289671,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0
2220,29825,2220-29825,0,0.15612401341897586,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.5757575757575757,0.2857142857142857,0.2857142857142857,0.0,0.25761661907655525,0.5
