source_id,target_id,pair_id,label,cosine_tfidf,title_lev,title_jaccard,title_relaxed_jaccard,title_overlap,title_cosine_tfidf,title_containment,price_abs_diff,price_num_equal,modelno_day_diff,modelno_month_diff,modelno_year_diff,brand_lev,brand_jaccard,brand_relaxed_jaccard,brand_overlap,brand_containment,category_lev,category_jaccard,category_relaxed_jaccard,category_overlap,category_containment
136,2576,136-2576,1,0.8251663771703984,0.5211267605633803,0.5,0.6363636363636364,0.0,0.8666846711588042,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1933,7156,1933-7156,0,0.257089295118365,0.4878048780487805,0.35714285714285715,0.46153846153846156,0.0,0.2526904790095073,0.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2190,21661,2190-21661,1,0.6354189283087429,0.42105263157894735,0.5,0.5,0.0,0.7470291465837344,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1010,20453,1010-20453,0,0.5216250457896121,0.4683544303797469,0.3125,0.4,0.0,0.49667231896274644,0.8333333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
215,6601,215-6601,1,0.8978015961517839,0.8012820512820513,0.8148148148148148,0.8148148148148148,0.0,0.8298055984392101,0.9166666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1229,10854,1229-10854,0,0.6863928004238523,0.6849315068493151,0.5,0.5,0.0,0.7798410298905175,0.7777777777777778,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1666,18908,1666-18908,0,0.2529848997147638,0.44303797468354433,0.2,0.2,0.0,0.3879239940996063,0.42857142857142855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1439,19654,1439-19654,1,0.3877250775800926,0.48863636363636365,0.21052631578947367,0.21052631578947367,0.0,0.3950444170485308,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2211,14617,2211-14617,0,0.3937026368390424,0.4833333333333333,0.4444444444444444,0.4444444444444444,0.0,0.45798190786595067,0.8,-1.0,-1.0,6,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
837,16610,837-16610,0,0.3657076407961794,0.36250000000000004,0.3,0.3,0.0,0.4863582909015485,0.5454545454545454,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1781,4394,1781-4394,0,0.3533535243176119,0.30666666666666664,0.3333333333333333,0.3333333333333333,0.0,0.3788872782771224,0.6666666666666666,9.34,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
971,13426,971-13426,0,0.3730227596587972,0.41666666666666663,0.4,0.4,0.0,0.5066797789256413,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
753,18358,753-18358,0,0.18110983961578214,0.3802816901408451,0.10526315789473684,0.10526315789473684,0.0,0.24152035899198426,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1863,12822,1863-12822,0,0.4026717442302501,0.33333333333333337,0.4444444444444444,0.4444444444444444,0.0,0.35765902117505705,0.7272727272727273,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2293,4526,2293-4526,0,0.3618534528570506,0.4953271028037384,0.36,0.4166666666666667,0.0,0.3802428023812821,0.6428571428571429,82.99000000000001,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2093,15083,2093-15083,0,0.22404489927935167,0.4655172413793104,0.3333333333333333,0.3333333333333333,0.0,0.2081015789469105,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
253,13715,253-13715,0,0.18327058390994866,0.3571428571428571,0.2222222222222222,0.29411764705882354,0.0,0.13429643370215494,0.36363636363636365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
822,18200,822-18200,0,0.31967160465701744,0.4565217391304348,0.391304347826087,0.391304347826087,0.0,0.33532395452713293,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
626,19011,626-19011,0,0.353389463809908,0.5238095238095238,0.34782608695652173,0.34782608695652173,0.0,0.32751320210963664,0.5333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
589,1571,589-1571,0,0.04127900838765531,0.537037037037037,0.2727272727272727,0.2727272727272727,0.0,0.0,0.42857142857142855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19999999999999996,0.0,0.0,0.0,0.0
1962,13416,1962-13416,0,0.4378351271000961,0.6923076923076923,0.5882352941176471,0.6875,0.0,0.4544997869894569,0.7692307692307693,4.4,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1875,12453,1875-12453,0,0.10663809698421667,0.37037037037037035,0.2857142857142857,0.35,0.0,0.15374940187286915,0.46153846153846156,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1418,14177,1418-14177,0,0.08760697813690184,0.4117647058823529,0.3333333333333333,0.3333333333333333,0.0,0.06492101642247647,0.5555555555555556,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
284,14569,284-14569,0,0.514716516015831,0.7,0.625,0.625,0.0,0.7843946151363673,0.8333333333333334,21.28,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2342,14522,2342-14522,0,0.3233906767569358,0.48888888888888893,0.38461538461538464,0.38461538461538464,0.0,0.3346870514535666,0.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1689,18814,1689-18814,0,0.33192678302916184,0.3660714285714286,0.3,0.3448275862068966,0.0,0.3099196273564336,0.5294117647058824,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2391,6753,2391-6753,0,0.44585181937649554,0.32499999999999996,0.3684210526315789,0.3684210526315789,0.0,0.3838713422167909,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1060,20125,1060-20125,0,0.45175216846688937,0.6385542168674698,0.5,0.5,0.0,0.4526399452855118,0.6923076923076923,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
917,17317,917-17317,1,0.8886093648138764,0.6120689655172413,0.7368421052631579,0.7368421052631579,0.0,0.8795238296545757,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1193,4509,1193-4509,0,0.23975719433628992,0.34246575342465757,0.3333333333333333,0.3333333333333333,0.0,0.2007089906782271,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2069,1172,2069-1172,0,0.0,0.5238095238095238,0.375,0.375,0.0,0.0,0.6,5.279999999999999,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38888888888888884,0.0,0.3333333333333333,0.0,0.0
545,11634,545-11634,0,0.6019974276521722,0.5363636363636364,0.4230769230769231,0.4230769230769231,0.0,0.5880843082463287,0.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
545,7624,545-7624,1,0.6072547173149488,0.5042735042735043,0.4074074074074074,0.4074074074074074,0.0,0.5765319477463252,0.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
542,13159,542-13159,1,0.6729665331061365,0.42391304347826086,0.4,0.4,0.0,0.555274738343684,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1605,9734,1605-9734,0,0.42044574041272287,0.5507246376811594,0.47368421052631576,0.47368421052631576,0.0,0.525192860200859,0.6923076923076923,39.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
497,13644,497-13644,0,0.40167926923841735,0.3918918918918919,0.3125,0.3125,0.0,0.42132716248728025,0.8333333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.11111111111111116,0.0,0.0,0.0,0.0
2229,871,2229-871,0,0.016775146753025702,0.5294117647058824,0.2903225806451613,0.3333333333333333,0.0,0.0330922475755152,0.47368421052631576,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
599,548,599-548,0,0.0,0.6727272727272727,0.5,0.5,0.0,0.0,0.7857142857142857,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1531,7003,1531-7003,0,0.5088356459772652,0.45783132530120485,0.5263157894736842,0.5263157894736842,0.0,0.5390959304663545,0.7692307692307693,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2396,18101,2396-18101,1,0.6491297151212492,0.505050505050505,0.6111111111111112,0.7058823529411765,0.0,0.5579033102422908,0.8461538461538461,73.03,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
752,7075,752-7075,1,0.688235518846776,0.5522388059701493,0.46153846153846156,0.46153846153846156,0.0,0.4486470982180883,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2114,14704,2114-14704,0,0.5038496454709626,0.2947368421052632,0.4090909090909091,0.4090909090909091,0.0,0.5587252702694804,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1791,16870,1791-16870,0,0.49551962886090267,0.5686274509803921,0.42857142857142855,0.42857142857142855,0.0,0.4888572705209646,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.10526315789473684,0.0,0.0,0.0,0.0
2538,21531,2538-21531,0,0.2863574453311667,0.4915254237288136,0.25,0.36363636363636365,0.0,0.26158955356580477,0.42857142857142855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.368421052631579,0.0,0.3333333333333333,0.0,0.0
1983,17195,1983-17195,0,0.41943710997696426,0.38834951456310685,0.2727272727272727,0.2727272727272727,0.0,0.4427810633016268,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
51,5210,51-5210,0,0.5840728539946564,0.4931506849315068,0.46153846153846156,0.46153846153846156,0.0,0.5306619739350482,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2106,1253,2106-1253,1,0.0,0.6746987951807228,0.5714285714285714,0.5714285714285714,0.0,0.0,0.7272727272727273,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1090,16634,1090-16634,1,0.8086223402792689,0.5882352941176471,0.75,0.75,0.0,0.9031327165503771,1.0,24.830000000000002,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23809523809523814,0.0,0.0,0.0,0.0
1022,12116,1022-12116,1,0.7308483423164494,0.4157303370786517,0.6,0.6,0.0,0.7832541452474442,0.8571428571428571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2149,4787,2149-4787,0,0.43581995104291893,0.4370860927152318,0.375,0.41935483870967744,0.0,0.46141091348133256,0.631578947368421,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2337,10441,2337-10441,0,0.38750138893453373,0.38235294117647056,0.375,0.375,0.0,0.41207153418646053,0.5454545454545454,-1.0,-1.0,-1.0,-1.0,-1.0,0.4444444444444444,0.5,0.5,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1334,644,1334-644,0,0.0,0.33333333333333337,0.3076923076923077,0.3076923076923077,0.0,0.0,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
794,13704,794-13704,0,0.6498063625817033,0.44897959183673475,0.35714285714285715,0.35714285714285715,0.0,0.6047855170511978,0.5555555555555556,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22,16959,22-16959,0,0.5626604410374558,0.5,0.3684210526315789,0.3684210526315789,0.0,0.555294395213961,0.6363636363636364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
243,16134,243-16134,0,0.41545478423645765,0.47572815533980584,0.34615384615384615,0.34615384615384615,0.0,0.44037149120305613,0.6428571428571429,-1.0,-1.0,-1.0,-1.0,-1.0,0.1875,0.5,0.5,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1708,17726,1708-17726,0,0.35708088515036673,0.45238095238095233,0.4375,0.4375,0.0,0.4169377048949361,0.7777777777777778,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2222222222222222,0.0,0.0,0.0,0.0
1169,17826,1169-17826,0,0.2569019270655137,0.4714285714285714,0.3333333333333333,0.4117647058823529,0.0,0.3096786062112889,0.5,1.7300000000000004,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
410,15299,410-15299,0,0.3700482994894875,0.5,0.3157894736842105,0.3157894736842105,0.0,0.4046881167841214,0.5454545454545454,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1628,14270,1628-14270,0,0.1317389550079144,0.4307692307692308,0.2,0.2,0.0,0.14414529673907592,0.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
679,9808,679-9808,0,0.10854735608372224,0.28358208955223885,0.2222222222222222,0.2222222222222222,0.0,0.14137870935132646,0.4,7.390000000000001,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1972,7581,1972-7581,0,0.436855176480821,0.5957446808510638,0.375,0.5714285714285714,0.0,0.42471450446728976,0.6,19.88,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08333333333333337,0.0,0.0,0.0,0.0
25,6982,25-6982,0,0.31539901683206606,0.3188405797101449,0.35714285714285715,0.46153846153846156,0.0,0.3813023511312753,0.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1108,10664,1108-10664,0,0.5671584249039379,0.5897435897435898,0.3,0.3,0.0,0.5429353471468994,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1992,18849,1992-18849,0,0.314288837950961,0.31958762886597936,0.2608695652173913,0.2608695652173913,0.0,0.3547823020472962,0.5454545454545454,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2538,335,2538-335,0,0.0,0.4915254237288136,0.5555555555555556,0.5555555555555556,0.0,0.0,0.7142857142857143,13.799999999999997,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.368421052631579,0.0,0.3333333333333333,0.0,0.0
864,19047,864-19047,0,0.3224729096686794,0.4626865671641791,0.17647058823529413,0.17647058823529413,0.0,0.3961416653119131,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2274,13928,2274-13928,0,0.19815561942101684,0.3142857142857143,0.21052631578947367,0.21052631578947367,0.0,0.17306909510309693,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
182,3955,182-3955,0,0.2509040486593267,0.36363636363636365,0.1875,0.1875,0.0,0.3203439097889036,0.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1647,19108,1647-19108,0,0.31327099603284014,0.4810126582278481,0.29411764705882354,0.29411764705882354,0.0,0.3932119837822525,0.45454545454545453,34.519999999999996,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
299,2727,299-2727,0,0.2725128894528535,0.4,0.23076923076923078,0.3333333333333333,0.0,0.247801696135099,0.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1853,15701,1853-15701,0,0.14152702358472682,0.5161290322580645,0.17647058823529413,0.17647058823529413,0.0,0.21209508507309677,0.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1822,7975,1822-7975,0,0.407355659655529,0.3731343283582089,0.3333333333333333,0.3333333333333333,0.0,0.346379485710051,0.5714285714285714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
742,19565,742-19565,0,0.314366312223746,0.3088235294117647,0.23076923076923078,0.23076923076923078,0.0,0.3730265708880854,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
70,13715,70-13715,0,0.30422476518441643,0.5119047619047619,0.26666666666666666,0.26666666666666666,0.0,0.3404663604709572,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
887,19780,887-19780,0,0.3959103579182868,0.47916666666666663,0.2631578947368421,0.3333333333333333,0.0,0.4007946860361773,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1910,5797,1910-5797,0,0.17932249299570363,0.40625,0.22727272727272727,0.35,0.0,0.25627625468485027,0.4166666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020,12781,2020-12781,0,0.2991877285977197,0.42708333333333337,0.3181818181818182,0.3181818181818182,0.0,0.2890431948669458,0.5384615384615384,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
672,853,672-853,0,0.0,0.5696202531645569,0.3684210526315789,0.3684210526315789,0.0,0.0,0.5833333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.55,0.6666666666666666,0.6666666666666666,0.0,1.0
625,16333,625-16333,0,0.3705174954446049,0.5512820512820513,0.4444444444444444,0.4444444444444444,0.0,0.3897099387430415,0.7272727272727273,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
1530,18472,1530-18472,0,0.5473335119350524,0.651685393258427,0.45454545454545453,0.5238095238095238,0.0,0.5080708086081145,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1080,4454,1080-4454,0,0.46295664101792555,0.5657894736842105,0.3125,0.3125,0.0,0.3303048400919087,0.5555555555555556,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06666666666666665,0.0,0.0,0.0,0.0
1529,526,1529-526,0,0.0,0.5909090909090908,0.29411764705882354,0.29411764705882354,0.0,0.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.3157894736842105,0.0,0.0,0.0,0.0
1423,12414,1423-12414,0,0.4046017962435514,0.32307692307692304,0.3333333333333333,0.3333333333333333,0.0,0.49460539563976147,0.8,4.890000000000001,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
576,8786,576-8786,0,0.4054642434249871,0.5555555555555556,0.36363636363636365,0.36363636363636365,0.0,0.39331973749197935,0.5333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
497,10989,497-10989,0,0.4034358161867706,0.42028985507246375,0.3333333333333333,0.3333333333333333,0.0,0.42359197220310085,0.8333333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.11111111111111116,0.0,0.0,0.0,0.0
737,6759,737-6759,1,0.7302566891472785,0.7,0.6666666666666666,0.6666666666666666,0.0,0.871419462464162,1.0,73.95000000000002,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4117647058823529,0.0,0.3333333333333333,0.0,0.0
1257,17203,1257-17203,0,0.26229212100069677,0.5,0.3181818181818182,0.3181818181818182,0.0,0.20673549432838167,0.5384615384615384,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.3157894736842105,0.0,0.0,0.0,0.0
2123,1795,2123-1795,0,0.01712404353134785,0.595959595959596,0.41379310344827586,0.41379310344827586,0.0,0.025685754258166767,0.631578947368421,-1.0,-1.0,20,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5555555555555556,0.5,0.5,0.0,1.0
348,20343,348-20343,0,0.20781684724642802,0.39682539682539686,0.3333333333333333,0.3333333333333333,0.0,0.29382493102701446,0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.23809523809523814,0.0,0.0,0.0,0.0
215,10605,215-10605,0,0.342156014783048,0.4832214765100671,0.3235294117647059,0.36363636363636365,0.0,0.2665014759709069,0.55,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1170,12137,1170-12137,0,0.3600214674784347,0.3098591549295775,0.3333333333333333,0.45454545454545453,0.0,0.5862179057917842,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1463,9998,1463-9998,0,0.6065073721437267,0.45882352941176474,0.45,0.45,0.0,0.6059531664767676,0.75,53.17,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1178,4728,1178-4728,0,0.37562321152329814,0.5930232558139534,0.42105263157894735,0.42105263157894735,0.0,0.3745837479489823,0.6153846153846154,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
576,805,576-805,0,0.0,0.5816326530612245,0.30434782608695654,0.30434782608695654,0.0,0.0,0.4666666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1315,21112,1315-21112,1,0.7495609189514877,0.5588235294117647,0.6,0.6,0.0,0.7547225985849493,0.8571428571428571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.0
2430,6740,2430-6740,0,0.40693993352745794,0.6483516483516483,0.43478260869565216,0.43478260869565216,0.0,0.4147303039569288,0.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
621,7701,621-7701,0,0.18345059716529544,0.5373134328358209,0.375,0.375,0.0,0.30939506570032094,0.5454545454545454,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2305,4855,2305-4855,0,0.22692341373416106,0.40697674418604646,0.4666666666666667,0.4666666666666667,0.0,0.2628672130046345,0.7,61.010000000000005,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2472,17203,2472-17203,0,0.36209980314978507,0.4492753623188406,0.30434782608695654,0.30434782608695654,0.0,0.33467372963770964,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.3157894736842105,0.0,0.0,0.0,0.0
